"","ServiceAddressStreetNumber","ServiceAddressStreetName","PREMISESALESCLASSDESC","Sales Class","Active/Inactive","SW StatusCode","Status Code","BILLABLEIMPERVIOUSACRES","PARCELSIZE","IMPERVIOUSSIZE","ACCOUNTTAXTYPE","Tax Description","Customer Class","BILLINGCYCLENUMBER","PREMISECYCLENUMBER","Bunch Code","SW Last Billing Date","SW Last Amount Billed","SW Last Paid Date","SW Final Shut Off Date","WA Last Billing Date","WA Last Amount Billed","WA Last Paid Date","WA Final Shut Off Date","WA ActiveCode","WA ActiveCodeDesc","WA StatusCode","WA StatusDescription","WALANDLORDCODE","WAONWERTENANTFLAG","S-Current","S-30-60","S-60+","W-Current","W-30-60","W-60+","T-Current","T-30-60","T-60+","Total","61+ Days >150","61+ Days <150","Zero balance","Meter (Yes/No)","Status Code2","Breakdown","New Sales Class","Address"
"3268","18900","FORRER ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.14,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,17.95,4222021,0,5272021,12.93,4222021,0,0,NA,0,NA,0,"O",17.95,17.95,164.36,12.93,12.93,101.72,30.88,30.88,266.08,327.84,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18900 FORRER ST"
"3269","18200","WINTHROP ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.17,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,18.44,5232021,0,5272021,18.14,5232021,0,0,NA,0,NA,0,"O",18.44,0,3110.89,18.14,0,2426.45,36.58,0,5537.34,5573.92,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","18200 WINTHROP ST"
"3270","18200","PREVOST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,144.13,10202020,0,5272021,59.87,10202020,0,0,NA,0,NA,0,"O",144.13,115.38,330.11,59.87,46.43,130.23,204,161.81,460.34,826.15,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18200 PREVOST ST"
"3271","18600","PREVOST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,64.25,3262021,0,5132021,27.21,3262021,0,0,NA,0,NA,0,"O",67.75,73.16,70.97,28.7,31.18,30.05,96.45,104.34,101.02,301.81,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","18600 PREVOST ST"
"3272","18900","PREVOST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,127.01,7012020,0,5272021,52.05,7012020,0,0,NA,0,NA,0,"O",127.01,58.54,528.23,52.05,20.75,210.91,179.06,79.29,739.14,997.49,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18900 PREVOST ST"
"3273","18400","MANSFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,41.42,2252020,0,5272021,12.93,2252020,0,0,NA,0,NA,0,"O",41.42,35.72,1891.83,12.93,10.32,417.81,54.35,46.04,2309.64,2410.03,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","18400 MANSFIELD ST"
"3274","18600","MANSFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0,6092020,9022020,5272021,0,6092020,9022020,2,NA,0,NA,0,"O",0,0,1328.66,0,0,638.02,0,0,1966.68,1966.68,1,0,1,"NO","NORMAL","C $1000+","RESIDENTIAL","18600 MANSFIELD ST"
"3275","18900","MANSFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,64.25,6022021,0,5132021,23.36,6022021,0,0,NA,0,NA,0,"O",67.18,58.54,0,24.4,20.75,0,91.58,79.29,0,170.87,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","18900 MANSFIELD ST"
"3276","18300","RUTHERFORD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,33.54,4072021,0,5272021,20.75,4072021,0,0,NA,0,NA,0,"O",33.54,44.95,254.81,20.75,25.97,103.27,54.29,70.92,358.08,483.29,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18300 RUTHERFORD ST"
"3277","18200","MURRAY HILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.12,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,21.12,5192021,0,5272021,12.93,5192021,0,0,NA,0,NA,0,"O",21.12,0,1040.12,12.93,0,294.61,34.05,0,1334.73,1368.78,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","18200 MURRAY HILL ST"
"3278","18300","MURRAY HILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,70.97,4282021,0,5132021,28.57,4282021,0,0,NA,0,NA,0,"O",70.97,65.26,699.93,28.57,25.97,291.95,99.54,91.23,991.88,1182.65,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18300 MURRAY HILL ST"
"3279","18400","MURRAY HILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,51.83,5052021,0,5132021,15.53,5052021,0,0,NA,0,NA,0,"O",51.83,0,283.16,15.53,0,90.3,67.36,0,373.46,440.82,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18400 MURRAY HILL ST"
"3280","18600","MURRAY HILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,14.08,4292021,0,5132021,0,4292021,0,0,NA,0,NA,0,"O",14.08,14.08,564.49,0,0,284.3,14.08,14.08,848.79,876.95,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18600 MURRAY HILL ST"
"3281","18400","SAINT MARYS ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,37.74,5032021,0,5272021,15.53,5032021,0,0,NA,0,NA,0,"O",39.91,43.44,472.58,16.44,18.14,221.75,56.35,61.58,694.33,812.26,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18400 SAINT MARYS ST"
"3282","18600","SAINT MARYS ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,23.14,5242021,0,5272021,18.14,5242021,0,0,NA,0,NA,0,"O",23.14,0,59.57,18.14,0,16.71,41.28,0,76.28,117.56,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","18600 SAINT MARYS ST"
"3283","18900","FERGUSON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,69.95,5192021,0,5132021,25.97,5192021,0,0,NA,0,NA,0,"O",0,0,440.05,0,0,164.93,0,0,604.98,604.98,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18900 FERGUSON ST"
"3284","18900","MURRAY HILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,49.15,5032021,0,5132021,20.75,5032021,0,0,NA,0,NA,0,"O",49.15,0,422.8,20.75,0,183.24,69.9,0,606.04,675.94,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18900 MURRAY HILL ST"
"3285","18200","BILTMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0,0,0,5272021,0,0,0,0,NA,0,NA,0,"O",298.99,25,0,12.93,0,0,311.92,25,0,336.92,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","18200 BILTMORE ST"
"3286","18400","BILTMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0,3102021,4012021,4092021,-134.47,3102021,4012021,2,NA,0,NA,0,"O",0,17.44,43.05,0,0,0,0,17.44,43.05,60.49,0,1,1,"NO","NORMAL","Other","RESIDENTIAL","18400 BILTMORE ST"
"3287","18700","LINDSAY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,5012021,0,5272021,15.53,5012021,0,0,NA,0,NA,0,"O",22.13,0,672.82,15.53,0,225.87,37.66,0,898.69,936.35,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18700 LINDSAY ST"
"3288","18200","GILCHRIST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.16,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,32.53,5142021,0,5272021,18.14,5142021,0,0,NA,0,NA,0,"O",32.53,0,248.5,18.14,0,71.6,50.67,0,320.1,370.77,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18200 GILCHRIST ST"
"3289","18400","GILCHRIST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.12,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,17.44,5072021,0,5272021,15.53,5072021,0,0,NA,0,NA,0,"O",17.44,0,249.95,15.53,0,304.68,32.97,0,554.63,587.6,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18400 GILCHRIST ST"
"3290","18600","GILCHRIST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.09,0.03,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,26.33,5042021,0,5132021,10.32,5042021,0,0,NA,0,NA,0,"O",26.33,0,168,10.32,0,76.34,36.65,0,244.34,280.99,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18600 GILCHRIST ST"
"3291","18700","GILCHRIST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,23.14,3262021,0,5272021,18.14,3262021,0,0,NA,0,NA,0,"O",23.14,23.14,218.83,18.14,18.14,68.61,41.28,41.28,287.44,370,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18700 GILCHRIST ST"
"3292","18900","GILCHRIST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,94.8,5062021,0,5132021,41.61,5062021,0,0,NA,0,NA,0,"O",94.8,0,136.99,41.61,0,60.29,136.41,0,197.28,333.69,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18900 GILCHRIST ST"
"3293","18900","OAKFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,156.56,5282021,0,5132021,67.69,5282021,0,0,NA,0,NA,0,"O",156.56,139.44,1046.87,67.69,59.87,443.28,224.25,199.31,1490.15,1913.71,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","18900 OAKFIELD ST"
"3294","18400","LINDSAY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.12,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,173.68,5112020,0,5272021,75.52,5112020,0,0,NA,0,NA,0,"O",197.2,480.5,2425.11,86.08,215.56,1032.99,283.28,696.06,3458.1,4437.44,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","18400 LINDSAY ST"
"3295","18200","ARCHDALE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,503.61,5212021,0,5132021,224.17,5212021,0,0,NA,0,NA,0,"O",503.61,109.34,0,224.17,47.37,0,727.78,156.71,0,884.49,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","18200 ARCHDALE ST"
"3296","18900","ARCHDALE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.12,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,17.44,5202021,0,5272021,15.53,5202021,0,0,NA,0,NA,0,"O",17.44,0,356.18,15.53,0,129.2,32.97,0,485.38,518.35,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18900 ARCHDALE ST"
"3297","18600","HARLOW ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,99.5,4242021,0,5272021,41.61,4242021,0,0,NA,0,NA,0,"O",103.9,88.09,921.57,43.43,36.4,374.56,147.33,124.49,1296.13,1567.95,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","18600 HARLOW ST"
"3298","18300","FENMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,10.72,3172021,0,5272021,10.32,3172021,0,0,NA,0,NA,0,"O",10.72,130.54,1328.48,10.32,65.09,561.1,21.04,195.63,1889.58,2106.25,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","18300 FENMORE ST"
"3299","18600","FENMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,27.83,5182021,0,5272021,18.14,5182021,0,0,NA,0,NA,0,"O",27.83,0,151.44,18.14,0,49.29,45.97,0,200.73,246.7,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18600 FENMORE ST"
"3300","18900","FENMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,1.33,5072021,0,5272021,10.32,5072021,0,0,NA,0,NA,0,"O",1.33,0,49.61,10.32,0,10.32,11.65,0,59.93,71.58,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","18900 FENMORE ST"
"3301","19700","FENMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.09,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,19.46,4232021,0,5272021,20.75,4232021,0,0,NA,0,NA,0,"O",19.46,13.75,158.58,20.75,18.14,78.5,40.21,31.89,237.08,309.18,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","19700 FENMORE ST"
"3302","20000","FENMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,63.24,8092020,0,5272021,20.75,8092020,0,0,NA,0,NA,0,"O",66.4,66.12,617.16,21.79,21.66,238.64,88.19,87.78,855.8,1031.77,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","20000 FENMORE ST"
"3303","20100","SOUTHFIELD FWY","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,45.97,9012020,0,5272021,28.57,9012020,0,0,NA,0,NA,0,"O",45.97,51.67,425.4,28.57,31.18,197.89,74.54,82.85,623.29,780.68,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","20100 SOUTHFIELD FWY"
"3304","20000","ARCHDALE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,35.56,6042020,0,5272021,25.97,12162020,0,0,NA,0,NA,0,"O",60.56,12.74,213.11,25.97,15.53,148.41,86.53,28.27,361.52,476.32,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","20000 ARCHDALE ST"
"3305","20100","ARCHDALE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,16.42,5212021,0,5272021,12.93,5212021,0,0,NA,0,NA,0,"O",16.42,0,401.3,12.93,0,199.61,29.35,0,600.91,630.26,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","20100 ARCHDALE ST"
"3306","20200","ARCHDALE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,116.62,5032021,0,5132021,49.44,5032021,0,0,NA,0,NA,0,"O",116.62,0,812.78,49.44,0,345.33,166.06,0,1158.11,1324.17,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","20200 ARCHDALE ST"
"3307","20500","ARCHDALE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.11,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,110.76,4022021,0,5272021,62.48,4022021,0,0,NA,0,NA,0,"O",110.76,36.58,229.75,62.48,28.57,107.76,173.24,65.15,337.51,575.9,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","20500 ARCHDALE ST"
"3308","20200","FENMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,35.56,5212021,0,5272021,25.97,5212021,0,0,NA,0,NA,0,"O",35.56,0,525.51,25.97,0,220.3,61.53,0,745.81,807.34,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","20200 FENMORE ST"
"3309","19900","OAKFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.13,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,41.42,5202021,0,5272021,12.93,5202021,0,0,NA,0,NA,0,"O",41.42,0,506.21,12.93,0,163.73,54.35,0,669.94,724.29,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","19900 OAKFIELD ST"
"3310","19300","HARLOW ST","CITY RESIDENTIAL","RESIDENTIAL","Active",7,"WATER OFF",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,65.26,6012021,0,5132021,25.97,6012021,0,0,NA,7,NA,0,"O",65.26,0,123.86,25.97,0,61.62,91.23,0,185.48,276.71,1,0,1,"YES","OTHER","A $150-$500","RESIDENTIAL","19300 HARLOW ST"
"3311","19900","GILCHRIST ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.13,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,28.85,5212021,0,5272021,20.75,5212021,0,0,NA,0,NA,0,"O",28.85,0,259.52,20.75,0,80.94,49.6,0,340.46,390.06,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","19900 GILCHRIST ST"
"3312","20000","LINDSAY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",7,"WATER OFF",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,16.42,5202021,0,5272021,12.93,5202021,0,0,NA,0,NA,0,"O",16.42,0,333.21,12.93,0,126.49,29.35,0,459.7,489.05,1,0,1,"YES","OTHER","A $150-$500","RESIDENTIAL","20000 LINDSAY ST"
"3313","20200","LINDSAY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,57.53,5042021,0,5272021,18.14,5042021,0,0,NA,0,NA,0,"O",60.41,60.41,1671.64,19.05,19.05,575.37,79.46,79.46,2247.01,2405.93,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","20200 LINDSAY ST"
"3314","19300","BILTMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,49.65,5102021,0,5272021,25.97,5102021,0,0,NA,0,NA,0,"O",49.65,0,300.33,25.97,0,83.19,75.62,0,383.52,459.14,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","19300 BILTMORE ST"
"3315","19700","BILTMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,14.08,5112021,0,5272021,0,5112021,0,0,NA,0,NA,0,"O",14.08,0,1330.36,0,0,574.71,14.08,0,1905.07,1919.15,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","19700 BILTMORE ST"
"3316","18400","OAKFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,71.97,5052021,0,5132021,31.18,5052021,0,0,NA,0,NA,0,"O",71.97,0,20.83,31.18,0,8.97,103.15,0,29.8,132.95,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","18400 OAKFIELD ST"
"3317","20500","FENMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,56.36,4032021,0,5272021,31.18,4032021,0,0,NA,0,NA,0,"O",56.81,50.66,41.63,31.9,28.57,14.15,88.71,79.23,55.78,223.72,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","20500 FENMORE ST"
"3318","19900","SOUTHFIELD FWY","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5212020,0,5072020,5202020,5132021,0,5072020,5202020,2,NA,0,NA,0,"O",0,0,0,0,0,-67.05,0,0,-67.05,-67.05,0,0,1,"NO","NORMAL","Other","RESIDENTIAL","19900 SOUTHFIELD FWY"
"3319","20300","FENMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",1,"NON PAYMENT",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,14.08,5102021,0,5132021,0,5102021,0,0,NA,1,NA,0,"O",14.08,14.08,969.6,40,0,284.15,54.08,14.08,1253.75,1321.91,1,0,1,"YES","NON PAYMENT/WTR OFF LOCK","C $1000+","RESIDENTIAL","20300 FENMORE ST"
"3320","19900","ARCHDALE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,89.09,9022020,0,5272021,39.01,9022020,0,0,NA,0,NA,0,"O",92.69,76.14,955.5,40.57,33,413.64,133.26,109.14,1369.14,1611.54,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","19900 ARCHDALE ST"
"3321","19400","BILTMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,31.03,6012021,0,5132021,10.32,6012021,0,0,NA,0,NA,0,"O",31.03,0,257.39,10.32,0,112.82,41.35,0,370.21,411.56,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","19400 BILTMORE ST"
"3322","20500","LINDSAY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,48.14,4202021,0,5132021,18.14,4202021,0,0,NA,0,NA,0,"O",48.14,48.14,171.79,18.14,18.14,51.81,66.28,66.28,223.6,356.16,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","20500 LINDSAY ST"
"3323","18700","GREENFIELD RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.06,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,7.03,5282021,0,5272021,12.93,5282021,0,0,NA,0,NA,0,"O",0,0,132.52,0,0,53.98,0,0,186.5,186.5,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18700 GREENFIELD RD"
"3324","19700","LINDSAY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",22,22,NA,5132021,98.48,4302021,0,5132021,39.01,4302021,0,0,NA,0,NA,0,"O",98.48,0,172.2,39.01,0,59.63,137.49,0,231.83,369.32,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","19700 LINDSAY ST"
"3325","20200","SAINT MARYS ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.09,0.15,0.09,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,29.5,5192021,0,5272021,21.88,5192021,0,0,NA,0,NA,0,"O",29.5,0,1097.42,21.88,0,459.92,51.38,0,1557.34,1608.72,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","20200 SAINT MARYS ST"
"3326","18400","TRACEY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.19,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,60.05,2202021,0,5272021,28.57,2202021,0,0,NA,0,NA,0,"O",60.05,147.81,700.98,28.57,57.26,241.52,88.62,205.07,942.5,1236.19,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","18400 TRACEY ST"
"3327","18900","STANSBURY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.13,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,40.26,5132021,0,5272021,25.97,5132021,0,0,NA,0,NA,0,"O",40.26,0,5.57,25.97,0,1.2,66.23,0,6.77,73,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","18900 STANSBURY ST"
"3328","20000","BILTMORE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,78.18,5152021,0,5272021,39.01,5152021,0,0,NA,0,NA,0,"O",78.18,43.03,483.5,39.01,21.47,186.73,117.19,64.5,670.23,851.92,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","20000 BILTMORE ST"
